"t.stamp","n.data","u.avg","u.min","u.max","v.avg","v.min","v.max","w.avg","w.min","w.max","t.avg","t.min","t.max","uu","uv","uw","vv","vw","ww","ut","vt","wt","vel","vel.max","resultant.vel","vel.sd","vel3","vel3.3","u.j","v.j","dir.sd","u.rns","v.rns","w.rns","uu.nst","uv.nst","uw.nst","vv.nst","vw.nst","ww.nst","ut.nst","vt.nst","wt.nst","q.avg","q.min","q.max","qq","uq","vq","wq","uq.nst","vq.nst","wq.nst","c.avg","c.min","c.max","cc","uc","vc","wc","uc.nst","vc.nst","wc.nst","u.trend.slope","u.trend.constant","v.trend.slope","v.trend.constant","w.trend.slope","w.trend.constant","t.trend.slope","t.trend.constant","q.trend.slope","q.trend.constant","c.trend.slope","c.trend.constant","u.spike.count","v.spike.count","w.spike.count","t.spike.count","q.spike.count","c.spike.count","theta","phi","psi","u.avg.rot","v.avg.rot","w.avg.rot","Dir","uu.rot","uv.rot","uw.rot","vv.rot","vw.rot","ww.rot","ut.rot","vt.rot","wt.rot","u.star","H0.v","L","z.over.L","T.star","Rho.air","Rho.Cp","Pa","wq.rot","c.d","q.d","c.dv","t.c","Fq.molar","Fq.mass","mix.f","wt.cor","H0","lambda","He","wc.rot","q.c","Fc.molar","Fc.mass"
2015-04-14 00:00:00,17999,-1.27299913792434,-2.29933348029811,-0.28724337481183,0.535959223524361,-0.536615927118825,1.6251787082156,0.00650001508475449,-0.499319135321695,0.507084166211297,20.3308267546214,19.1520917157457,21.4047362005955,0.094360031045442,-0.00246719113948929,0.0127607773787899,0.115831659890105,-0.00632583702935519,0.0222447477706229,-0.0425831102086988,0.0298762640959896,-0.020801866326188,1.41906659442261,2.68762670856886,1.38122376696789,0.316174545249454,3.29637244978907,3.33017412915777,-0.898155689369567,0.374344167886911,13.3585190724224,-0.0576239767305854,0.0171401067448891,0.872594352672948,0.15302731485101,2.71251008464557,0.400717089186292,0.0309773623806407,0.111056051778238,0.266005637785497,0.182796864682824,0.0627093474145381,0.145524323126599,3.00342994940576,2.95597351182714,3.05612763822487,0.000307526146802516,0.00212565917995052,-0.00116995076380774,0.000792944435591634,0.210678275278852,0.0711732857768686,0.210765618753532,2.30991030005289,2.18807501920123,2.45764106442697,0.00236986319642488,0.00518229505667341,-0.00354060453950891,0.00214695955834141,0.146916142820877,0.0188194721230704,0.182216052298404,-7.4222521813991e-06,-1.21971342557268,3.24593348945442e-05,0.247783203572299,-3.97469164217891e-07,0.00748466178014445,1.65128174869947e-05,20.1820068994079,-2.43255762318892e-06,3.02534104349898,-4.54096825474432e-06,2.35110933877184,229,167,262,3,6,37,157.16789087782,0.269630953946196,0,1.38123906136232,5.55111512312578e-17,0,112.83210912218,0.0992221649259253,-0.0093988479616304,-0.0145777998895395,0.11083402502575,0.00092283008084817,0.022380248754495,0.0507410421614268,-0.0110117188247326,-0.0210408831309297,0.120859339766537,-25.4373473057094,6.27519785202789,1.59357525225574,0.1740939771107,1202.56305634263,1208.94865236512,1013,0.000804291458442093,41524.9674151461,7.23282915403388e-05,41527.9708450955,-2.97731606823802,0.000589005446877928,0.0106111098271399,1.49807529052074e-05,-0.0210426865514509,-25.4395275485182,2452.97638117991,0.0260288017840803,0.00217587777121019,5.56270225804044e-05,0.00201037958065523,0.0884768053446366
2015-04-14 00:30:00,17999,-1.12942346988445,-2.10774708896701,-0.202512706179141,0.654964238505505,-0.41559147946836,1.84330525943765,0.000553475025666719,-0.443784931105277,0.434295727185298,20.2741324390883,18.88963972929,21.449198437001,0.0872815279625227,-0.0362828051735502,0.00938355730709947,0.139117382721998,-0.00315233263458049,0.0165777944612726,-0.0537785819615281,0.066122195366769,-0.0160182827241321,1.33332846020448,2.77891612214276,1.30559393689115,0.369566038610866,2.94746583703746,2.94686701156006,-0.856334712737574,0.468999864219268,12.5037575904528,-0.0660694940908023,0.0224307311778981,8.34573821959925,0.059565764498795,0.504935162205861,0.51401167381514,0.159331786136618,0.0941529087298166,0.296963107617988,0.278167318740535,0.410085757601104,0.244059047881948,2.96479247883867,2.90584197578744,3.03560880884763,0.000556006943462006,0.00323407533936971,-0.00386808783484789,0.000642504077540954,0.403474651622877,0.512822070602892,0.252713518082984,2.32163556786983,2.18799773758873,2.52069509247692,0.00415009332451974,0.00842300235192503,-0.0106350989163935,0.00171981199946108,0.439244310419181,0.559765892641066,0.275895794332011,-4.05929915854755e-07,-1.13962347947111,-1.0722627100056e-05,0.764647985252777,4.84626261879289e-07,-0.00948469874926877,-2.62205756950726e-07,20.2701125047364,-2.56204632112329e-06,2.98790013031867,6.53282403116849e-07,2.31679521808083,198,175,300,75,12,84,149.890115184947,0.0242891608492261,0,1.30559405420733,0,-1.0842021724855e-19,120.109884815053,0.131809622263302,-0.0405167055220672,-0.00974763483225285,0.0945810445810339,-0.00196320707305428,0.0165860383014564,0.0796860248608326,-0.0302214266092026,-0.0160520651296815,0.0997164378749133,-19.4098720847542,4.61887474652798,2.16502948202201,0.160977121443283,1202.79541108727,1209.18224091079,1013,0.000644512643877944,41532.9907143396,7.13840353859961e-05,41535.9555068184,-2.27226662468674,0.000482355090648265,0.00868977166455568,1.49778589392147e-05,-0.0160535097282596,-19.4116188677,2453.11070285101,0.021316971875653,0.00172516248700492,5.58985887589421e-05,0.00159824242354929,0.0703386490604042
2015-04-14 01:00:00,17999,-1.21072354886516,-2.23617901228205,-0.216802714637238,0.560154259003367,-0.712371695327667,1.90982082718193,0.00471478133190831,-0.495098811579015,0.494545987659017,19.9571118936609,18.8008712232806,21.049073916952,0.0980448392082575,-3.94170396980596e-05,0.00900430631636078,0.187849459024309,-0.00628230428008285,0.0190297166125651,-0.0267171392860463,0.0375090099615433,-0.0149711314454486,1.39249615206254,2.79280056382082,1.33402560157452,0.350070510467742,3.23552953493565,3.23756285169279,-0.877332062405681,0.386868021582784,16.5538784057503,-0.0123466975778269,0.00354044780522355,1.55406491527578,0.0858113345894691,146.189493000964,0.823483585573826,0.15802654158172,0.0747466036496047,0.415224135337392,0.322130479673208,0.358557568108684,0.235176849212438,2.92721409802704,2.87135842232767,2.98354361200922,0.00035097997223217,0.00126988308637503,-0.00231569032233345,0.000622328341894651,0.292242523867173,0.573493319628734,0.104913165052408,2.37641457694435,2.24093568728444,2.53484329614857,0.00252008331812598,0.00252954845898852,-0.0024279565019501,0.00150555118377604,0.517661704893156,0.456374253213211,0.180853914102902,-4.77989328604218e-06,-1.17840326166457,-3.24245946808547e-05,0.85836893810467,1.10786356713035e-06,-0.0104974680317247,-3.64564163175982e-05,20.2829413487253,-8.95137056411891e-07,2.93532213716904,8.02306689578064e-06,2.30551632704515,215,74,296,43,19,127,155.171872048084,0.202496823584625,0,1.33403393315884,0,0,114.828127951916,0.113831104859224,-0.0342419017092743,-0.0111450282477736,0.171985598876149,0.00204178411508593,0.0191073111097592,0.0399444979901298,-0.0228236416599928,-0.0151123988292665,0.106444884974258,-18.2934087995287,5.96126381671343,1.6774966361937,0.141973931701097,1204.09633775124,1210.4900754804,1013,0.000629834206213126,41577.9122151671,7.0403104486791e-05,41580.8394292652,-2.14387916093528,0.000478942799922175,0.00862829822343796,1.49616765994366e-05,-0.0151138074790694,-18.2951139561349,2453.86155536177,0.0211726492986906,0.00151725859556649,5.71556975888141e-05,0.00139481040655056,0.0613856059922903
2015-04-14 01:30:00,17999,-1.3284112839155,-2.43402900209359,-0.341277245000645,0.325567329314473,-0.614200261870496,1.26738413416011,0.0148902487848588,-0.441833695339386,0.470097524922194,19.6427626574977,18.278688063505,20.9271471878555,0.110635109569209,0.00117342362719143,0.0113259293737637,0.0789658830749202,-0.00592834752072109,0.0158450956794864,-0.0510229976297646,0.0282394681971223,-0.0153310354825445,1.39485886997435,2.71282590659377,1.36772461597757,0.326029690824759,3.17501491891306,3.19256184337564,-0.948828356390205,0.237216143630038,12.0486534534876,-0.0487799377195087,0.00375876620985845,0.334366318652656,0.0546476431389102,12.7580417259221,0.41490206228838,0.193579167958853,1.34291891452512,0.471993587566004,0.0663760517929347,0.358895338076495,0.411400292116891,2.90064640229223,2.83886086530714,2.96251526527215,0.000426171661546981,0.00261440504312007,-0.00133750057439319,0.000540319208095697,0.0748649665637916,0.34127781825493,0.219177302259536,2.43309489724882,2.25921127422745,2.63686478848143,0.00414834944277641,0.00500090813234835,-0.00262536625714477,0.00153901364841754,0.288569625510524,0.326562003980563,0.229409113813782,4.75342389521588e-07,-1.3454664808612,1.80439661669293e-05,0.165083608903439,-1.1340107231822e-06,0.0219139691682319,1.41892933337283e-05,19.5157609969209,-3.73278852401655e-06,2.93427018977685,-4.86158829231874e-06,2.47870229174182,141,135,222,5,8,148,166.229363412041,0.623747425098415,0,1.36780566772472,0,0,103.770636587959,0.108016952479908,0.00839501319254654,-0.0134150035137838,0.0813028697792854,0.00297075555912868,0.0161262660644228,0.0561081832830599,-0.0152824676025512,-0.0159427868580688,0.117217762840313,-19.3193046848532,7.53784814415318,1.32663855901059,0.136009990907162,1205.38908406301,1211.78968626025,1013,0.000571396017505476,41622.5512452697,6.96892986016056e-05,41625.451891672,-2.26653726463867,0.000413482445466089,0.00744901029980524,1.49456306168592e-05,-0.0159440620688246,-19.3208499720948,2454.60568552541,0.0182843830334393,0.00159860180522676,5.84561691788495e-05,0.00146620216757245,0.0645275573948635
2015-04-14 02:00:00,17999,-0.459121523710961,-1.45220498190158,0.371006268215961,0.0803239540316165,-0.833354637205987,1.01658326955412,-0.000355067897492341,-0.270527450195727,0.267679833345723,19.4500259722496,18.1352086795953,20.6498243220581,0.103399275150251,-0.0320537185551592,-0.000622144440285481,0.0838937492978982,-0.000796087206242908,0.00490804987281403,-0.0450254960579441,0.00321384800926219,-0.00264217241902927,0.554384912711846,1.66168903469582,0.466094959344067,0.299765436967618,0.338785409213963,0.330914886015262,-0.759783704379011,0.0269499863731686,42.2308710495955,-0.0385697878680957,0.608681080579177,-2.93061664894961,0.280533876082744,0.52392429630926,3.24595559798371,0.327056208759174,0.117440884734943,0.630582973627342,0.795554587028078,2.56260112387125,1.34959508830717,2.86106255903106,2.79355025024545,2.91670420336447,0.000600758275638207,0.00331089043966895,-0.00120581744052134,2.02377766889103e-05,0.781010408286861,0.686074020649782,10.5011551085796,2.50289226622901,2.26687314027708,2.82895014611285,0.00923141202752541,0.00593079535963113,0.00232898497401206,0.000250615510459148,0.998380519462747,0.780048672155269,2.11851088815892,5.06926197533379e-05,-0.920718271374115,-5.54829776434984e-05,0.589760710675478,-3.83879327312495e-07,0.00277487616593579,-1.03484242002382e-05,19.5411373734448,-1.09899312375739e-06,2.87095349714491,9.13855608153682e-06,2.42600912060648,88,155,412,26,0,224,170.076456263605,-0.043647517793681,0,0.466095094588175,0,-5.42101086242752e-20,99.9235437363955,0.113701785039763,-0.0268392943653135,0.000558521796513697,0.0735904515884686,0.000870947460719275,0.00490883769273169,0.0449077060225778,0.00459365422795874,-0.00260796280765988,0.0321659416639149,-3.16238413500554,0.951552551143999,10.5091410747389,0.0810783913901579,1206.18307817058,1212.58789646741,1013,1.75949911023729e-05,41649.9681688737,6.86930311070254e-05,41652.8292314327,-0.371254339805449,-7.90638615722988e-06,-0.000142435918538343,1.49357923569313e-05,-0.00260800202352997,-3.16243168769496,2455.06174353594,-0.000349688974508888,0.000246470752063206,6.00934976968242e-05,0.000224175591538742,0.00986596778362005
2015-04-14 02:30:00,17999,-0.864700069966619,-1.90749231557248,0.0580036021056993,0.364667625514759,-0.48339110414272,1.22714573194825,-0.00269005734266406,-0.298523587585934,0.293642986892859,18.7301883437969,16.5563681714278,20.5772560933402,0.106395242116938,-0.0242997084795299,0.00111336471589327,0.0771088542147176,-0.00262965105295629,0.00604852617262333,-0.0752788721575353,0.0349407958809925,-0.00168188314431666,0.973571490181442,2.17282469688565,0.93845015216518,0.334339228014436,1.2421586078761,1.22143303371233,-0.876369618682148,0.356040684886312,19.0269072158551,-0.0670191566774026,0.0731534470464992,-3.30530639081165,0.226390273269869,0.662128062162023,0.645107006351659,0.25949032141133,0.674262776201079,0.641205908029782,0.404108981820305,0.218734567456977,3.36924694441522,2.84285543641313,2.72698620527095,2.9321641629793,0.00205950992571969,0.00369848318234644,-0.0036528827377908,-8.00101569427812e-06,0.670335659472458,0.446806018002415,24.5719275080786,2.70921273404078,2.31328715810317,3.47623497439691,0.0680162411616013,0.0197339390465309,-0.0124981811019299,-0.000304061247445866,0.475662969013955,0.407527527610409,3.94643124021332,-1.93152188164167e-05,-0.700814400172755,-1.82680649350939e-05,0.534410917656579,1.3096442330328e-06,-0.0172037657066068,-6.10179485406956e-05,19.2793498806634,2.33186050145048e-07,2.84075676196184,9.22388820838105e-06,2.62619774016535,137,107,409,0,0,0,157.133519197,-0.164237290475618,0,0.938454007667587,0,0,112.866480803,0.119384741445681,-0.00648104955498656,-0.00172283443220713,0.0641301631155895,0.0019717879067077,0.0060377179430092,0.0829448719012986,-0.00294266144610311,-0.00144412946429954,0.0511704670964024,-1.75545257203519,6.90124799880874,1.44901328016703,0.0282219324200984,1209.1577780685,1215.57839198763,1013,-2.18382881085699e-05,41752.6857067851,6.8087965798836e-05,41755.5285622216,-0.206592949786229,-3.59062687325091e-05,-0.000646862203096771,1.48990481860668e-05,-0.00144408103012417,-1.75539369649818,2456.76381200691,-0.00158918765192321,-0.000370102813174285,6.48871488906524e-05,-0.000383532055583166,-0.0168792457662151
2015-04-14 03:00:00,17999,-1.18298349426793,-2.32365558057473,-0.0633646254366793,0.0422116384919733,-1.02248729956725,1.1062520202021,0.0267019160334124,-0.380604826050814,0.442226001167935,18.7460532443706,17.5789630857336,19.7991070347291,0.135318779732515,-0.0127999695655734,0.00976260330390944,0.12311890191069,-0.00962562335786195,0.0150984179041143,-0.0513298323175959,0.0273856113861144,-0.0138274888661783,1.23679381055742,2.44818844350406,1.18373636006272,0.360819472342589,2.39552747452945,2.41081570573914,-0.952249704004951,0.0290772306543157,17.7708079928669,-0.00531490231631363,0.143431453070105,0.206447596079336,0.198205372596476,0.172288842100865,0.23550666015798,0.259770064823273,0.0102902247562714,0.286571375000557,0.0801996738425097,0.336135414297098,0.202005657387349,2.77596966919056,2.72281365937311,2.82978481265897,0.000319206452126687,0.00273079266176766,-0.00121576923636573,0.000602551725754863,0.206214643627811,0.285556919106819,0.297109214734289,2.53404615998508,2.39492238260326,2.73879094247444,0.00270046829138079,0.00588509997963635,-0.00341157207101685,0.00159275526354619,0.0964058814726093,0.337768186906436,0.189761946851174,5.01833116825029e-05,-1.64141590325907,-4.37204209937021e-05,0.433243220022826,2.62283630014772e-07,0.0260510257508905,-1.83240135393528e-05,18.9008525627682,-1.64375630932062e-06,2.79080858538273,3.05531970109013e-06,2.51231866805384,102,49,301,139,18,344,177.9564186057,1.29221990266656,0,1.18403748355126,0,0,92.0435813943,0.135698563935158,-0.0121204290826586,-0.0128200563807861,0.122222110841295,0.00954713309591501,0.0156154247708664,0.0519486218390894,-0.0255377894474438,-0.0150028278749506,0.126429495314664,-18.236122174515,10.0200828025757,0.997995744848481,0.118665568011728,1209.09205889308,1215.51232384415,1013,0.000664920706122823,41750.4163982417,6.64896283359576e-05,41753.1923679109,-2.14602407728016,0.000522276573155072,0.00940896914836056,1.48998580112196e-05,-0.015004302733555,-18.2379148833245,2456.72631945343,0.0231152621457027,0.00172772761226466,6.06951110574264e-05,0.00159757930718154,0.0703094653090594
2015-04-14 03:30:00,17999,-0.682160818619514,-1.33650972072037,-0.16715594066353,-0.00679021529535896,-0.864795485412969,0.849571840389683,0.00862464250296393,-0.169957805587612,0.182097489651892,18.685692459661,17.8197739849611,19.5382117072858,0.0473433252240834,-0.0203379675899558,0.00146893737697799,0.08873006125117,-0.000409092584029482,0.00245826893189615,-0.00982016179345443,0.00935030895520834,-0.00129310936422025,0.749416240402455,1.39352572300501,0.682194612616812,0.199592174973013,0.511758555863964,0.511121738785735,-0.910240624990291,-0.0193324239928558,24.7004396135869,-0.00179423309657145,-0.0310807466711292,0.198888555685469,0.480651003074413,0.97922391054789,0.479006582939336,0.456800089489088,3.62757540149084,0.404302262107352,0.617789252717394,0.977417286657827,1.21152242029699,2.75284799317182,2.71990026567428,2.78634713796954,0.000116715705615088,0.000450715806709175,-0.0005972604697796,4.02206192059367e-05,0.487228929618769,0.753518829189941,1.36356033311943,2.52940465417152,2.40872168997268,2.75038620398763,0.00327360452776464,0.00175764065323871,-0.00216734714345013,0.000198826825582302,0.807679598095281,0.237504448868853,1.09858881566412,1.85337354464401e-05,-0.849360983315937,-6.02600578475416e-05,0.535497362674659,1.75810051618829e-06,-0.00959255851535404,-1.52845531130645e-05,18.8182554610451,-8.52430134328481e-07,2.76073104116289,4.25847540891502e-06,2.496755503641,10,1,347,93,111,312,-179.429697779052,0.724323061493338,0,0.682249128941698,0,0,89.4296977790517,0.0468984378821801,-0.0199150677921399,-0.00202662736007696,0.0891308083295852,0.000675503386965985,0.00250240919538416,0.00970948310539712,-0.00944759062127526,-0.00141596479974083,0.0462194813384547,-1.72147864642392,5.18599571447181,1.92827000841795,0.0306356704734967,1209.3421370958,1215.76372995926,1013,4.58396890018886e-05,41759.0516952971,6.5922186482071e-05,41761.8045432903,-0.202625130286726,3.24852192296998e-05,0.000585230969988811,1.48967768900066e-05,-0.00141606643456927,-1.72160221036204,2456.86896166733,0.00143783580557198,0.000220756315717908,6.0571410304712e-05,0.000208496397334642,0.0091759264466976
2015-04-14 04:00:00,17999,-0.899515641462087,-1.84057841648422,0.0451990882815719,0.660956945513523,-0.407914001756483,1.85649594506237,-0.00125494433846035,-0.325421383899654,0.321028384796715,17.7114785233084,16.2171596593392,19.2717058045195,0.0962756039848302,-0.0101699491818557,0.00302351355145806,0.143414336371139,-0.00173746821465676,0.00736613183290467,-0.0567842403254386,-0.0301654399773876,-0.00489188526715754,1.16937335498744,2.53172324811618,1.11624032943516,0.339741541217514,2.01272674841023,1.99718992983201,-0.776227568772166,0.541477121524679,18.9373607018215,-0.00148329261870073,0.0351933702504503,-0.505230455419569,0.129502533280611,0.668897362690882,0.751694145031244,0.107818062162679,2.34965545445824,0.595599089849685,0.130680049888218,0.35665882650384,0.728655615523906,2.7518334126079,2.69656533593675,2.80058185835799,0.00034645721133575,0.00157380136825657,-0.00162297192824571,3.29383149169964e-05,0.432759001664278,0.51676235329565,4.40769090318263,2.85752772798224,2.30011201604908,3.4121608681077,0.0328648192356996,0.0179806789130132,0.0220114573124137,0.000761478196560104,0.115866999237383,0.172489503876644,0.182202516658733,-1.7555203516089e-05,-0.742445970733098,4.23572804786981e-06,0.630787275837391,-1.24081737136755e-06,0.00896834528613815,4.59554303538954e-05,17.2981495572827,-4.09830181512767e-06,2.78871187340037,-2.52840814809623e-05,3.08391236419703,42,101,322,1,2,94,143.691849866821,-0.0644153252013677,0,1.11624103487679,-1.11022302462516e-16,2.16840434497101e-19,126.308150133179,0.122516253696814,-0.0255308578492945,-0.00333582502271133,0.117181332873558,-0.000418881592516853,0.00735848561850236,0.0279029289949969,0.0579321687496956,-0.00486051821213729,0.0579829437707831,-5.92903421623879,2.97286655762455,3.36375676679899,0.0838266892993876,1213.39271804505,1219.83581944684,1013,3.04320443845132e-05,41898.9198219977,6.56779082682493e-05,41901.6716554103,-0.70020904533014,-1.55542223502587e-05,-0.000280213981906615,1.48470480596135e-05,-0.00486058523571806,-5.92911597400336,2459.16946334031,-0.000689093667505743,0.000759840763180849,6.82005106604678e-05,0.000712137970248325,0.0313411920706288
2015-04-14 04:30:00,17999,-1.42714390354585,-2.82956428341299,-0.264346625166108,0.360604603155574,-0.768156617859355,1.67072669098086,0.00633574276965155,-0.571634950567492,0.580412557619834,17.9307592027359,16.9126222109189,19.0490034044637,0.207878556629826,-0.0214128177494147,0.0209361080919867,0.165511019427832,-0.0122415050505227,0.0316597730296919,-0.0538381488069215,0.0379819410194337,-0.0215009030035122,1.52225478434945,3.12209725921314,1.47199707922437,0.46495918497719,4.56041405883659,4.60378533250888,-0.935927661473785,0.227789911215018,15.6282686208832,-0.00679633766719961,0.109148139364908,0.761838891154725,0.107749841955471,0.0108168576787016,0.221742898528133,0.0916977300086066,0.166623274649548,0.164901048682125,0.0852876499558525,0.235436071569857,0.18171943767718,2.71121071090081,2.66283916008107,2.75917707484901,0.000240094237116029,0.00191612409567638,-0.0011706054191288,0.000789520129197483,0.187439923082473,0.569480987850534,0.184148745744409,2.67680406257844,2.48605211318679,2.86515404640799,0.00393286032785009,0.00773792987402426,-0.00397650993209115,0.00220995198628679,0.154256887445073,0.581788710257319,0.196721266443678,-3.60828731985194e-05,-1.10956882536244,3.11750742540988e-07,0.372466758456858,-5.26893511921373e-07,0.00918339946050639,-1.82243876969458e-06,17.9546007377476,-2.13513094691621e-06,2.73004216885501,-3.02038926639796e-06,2.70353696747892,83,172,214,101,116,41,165.819558629699,0.246609918060667,0,1.472010714255,-5.55111512312578e-17,-8.67361737988404e-19,104.180441370301,0.215303575194784,-0.00875082491052852,-0.0240874812120336,0.157882049256473,0.00677736889877129,0.0318637246360938,0.0614092163530127,-0.0236355165214761,-0.0217654185854146,0.158185900853195,-26.5302360515587,13.4902746883217,0.741274750221122,0.137593922517874,1212.47862952765,1218.9168771299,1013,0.00079874308535393,41867.3559919767,6.4757151405032e-05,41870.0672026876,-3.13081339131457,0.000596052252878583,0.0107380601512835,1.48582412599044e-05,-0.0217671803918521,-26.5323835471596,2458.6519302922,0.026401152318547,0.00224641470780249,6.39353500873427e-05,0.00204638868288144,0.090061565933612
