Time.Stamp, Utv, Umv, Urv, Vtv, Vmv, Vrv, Wtv, Wmv, Wrv, Ttv, Tmv, Trv
2016-01-01 00:00:00,  0.2984475E-01,  0.2571803E-01,  0.4126504E-02,  0.3121837E-01,  0.2755963E-01,  0.3658426E-02,  0.4304748E-02,  0.1711390E-02,  0.2593323E-02,  0.3591927E-01,  0.2890867E-01,  0.7009106E-02
2016-01-01 01:00:00,  0.9093682E-01,  0.8946674E-01,  0.1463874E-02,  0.2135713E-01,  0.1991193E-01,  0.1447041E-02,  0.1949983E-02,  0.1065662E-02,  0.8843811E-03,  0.6324524E-01,  0.6046022E-01,  0.2792482E-02
2016-01-01 02:00:00,  0.7093383E-01,  0.6394341E-01,  0.7000657E-02,  0.3596273E-01,  0.2903684E-01,  0.6927200E-02,  0.5544455E-02,  0.1847661E-02,  0.3696805E-02,  0.4408269E-01,  0.3715594E-01,  0.6922415E-02
2016-01-01 03:00:00,  0.4494593E-01,  0.3843990E-01,  0.6501989E-02,  0.4508270E-01,  0.3776719E-01,  0.7316433E-02,  0.5523302E-02,  0.1641937E-02,  0.3881336E-02,  0.3331198E-01,  0.2675194E-01,  0.6560068E-02
2016-01-01 04:00:00,  0.4814580E-01,  0.4407644E-01,  0.4061767E-02,  0.8365197E-01,  0.8113719E-01,  0.2514939E-02,  0.2509200E-02,  0.7272437E-03,  0.1781969E-02,  0.3861247E-01,  0.3423453E-01,  0.4372807E-02
2016-01-01 05:00:00,  0.6666559E-01,  0.5845944E-01,  0.8214399E-02,  0.3389495E-01,  0.2862182E-01,  0.5274146E-02,  0.3970355E-02,  0.9182239E-03,  0.3052201E-02,  0.3297857E-01,  0.2403745E-01,  0.8946746E-02
2016-01-01 06:00:00,  0.2707849E-01,  0.2358900E-01,  0.3490299E-02,  0.4168624E-01,  0.3922345E-01,  0.2453842E-02,  0.1822239E-02,  0.4297642E-03,  0.1392426E-02,  0.1434837E-01,  0.1077730E-01,  0.3571082E-02
2016-01-01 07:00:00,  0.4700064E-01,  0.4167952E-01,  0.5329364E-02,  0.1235562E-01,  0.9083301E-02,  0.3272052E-02,  0.2864435E-02,  0.6654959E-03,  0.2198837E-02,  0.1348030E-01,  0.1018305E-01,  0.3297738E-02
2016-01-01 08:00:00,  0.1950704E+00,  0.1755495E+00,  0.1953763E-01,  0.4926842E-01,  0.3516134E-01,  0.1411006E-01,  0.1422559E-01,  0.4549949E-02,  0.9675858E-02,  0.2251580E-01,  0.1902694E-01,  0.3489462E-02
2016-01-01 09:00:00,  0.1948621E+00,  0.1551519E+00,  0.3970387E-01,  0.2135589E+00,  0.1736372E+00,  0.3989915E-01,  0.4770944E-01,  0.2321892E-01,  0.2449198E-01,  0.1950082E-01,  0.1286561E-01,  0.6634769E-02
2016-01-01 10:00:00,  0.1738026E+00,  0.1284189E+00,  0.4538042E-01,  0.1294208E+00,  0.8509576E-01,  0.4432477E-01,  0.4187959E-01,  0.1658369E-01,  0.2529663E-01,  0.1907001E-01,  0.1088693E-01,  0.8182786E-02
2016-01-01 11:00:00,  0.2522736E+00,  0.2001034E+00,  0.5217469E-01,  0.1658630E+00,  0.1205648E+00,  0.4529618E-01,  0.5800577E-01,  0.2544578E-01,  0.3255915E-01,  0.3014055E-01,  0.1898360E-01,  0.1115663E-01
2016-01-01 12:00:00,  0.3339328E+00,  0.2805069E+00,  0.5344862E-01,  0.2867400E+00,  0.2308592E+00,  0.5585714E-01,  0.6172512E-01,  0.2872744E-01,  0.3299814E-01,  0.2275581E-01,  0.1529016E-01,  0.7465256E-02
2016-01-01 13:00:00,  0.4025048E+00,  0.3345097E+00,  0.6801055E-01,  0.3688716E+00,  0.3045997E+00,  0.6427849E-01,  0.5735642E-01,  0.2280113E-01,  0.3455633E-01,  0.7400529E-02,  0.5065881E-02,  0.2334639E-02
2016-01-01 14:00:00,  0.2677151E+00,  0.2211413E+00,  0.4657214E-01,  0.2799959E+00,  0.2368559E+00,  0.4320388E-01,  0.3194212E-01,  0.1109741E-01,  0.2084507E-01,  0.3375564E-01,  0.2736524E-01,  0.6391997E-02
2016-01-01 15:00:00,  0.6539690E-01,  0.4928069E-01,  0.1611709E-01,  0.3211094E-01,  0.2020943E-01,  0.1190267E-01,  0.9193225E-02,  0.2523154E-02,  0.6670107E-02,  0.8620381E-01,  0.6482612E-01,  0.2137786E-01
2016-01-01 16:00:00,  0.4636002E-01,  0.3820958E-01,  0.8149746E-02,  0.4588285E-01,  0.4043666E-01,  0.5438915E-02,  0.5288399E-02,  0.1602789E-02,  0.3685638E-02,  0.2835198E-01,  0.1957289E-01,  0.8779399E-02
2016-01-01 17:00:00,  0.4024373E-01,  0.3491599E-01,  0.5325532E-02,  0.6772415E-01,  0.6286980E-01,  0.4839919E-02,  0.4586224E-02,  0.1659521E-02,  0.2926596E-02,  0.4614139E-01,  0.4167658E-01,  0.4467891E-02
2016-01-01 18:00:00,  0.9908485E-01,  0.9373248E-01,  0.5361872E-02,  0.3234482E-01,  0.2633943E-01,  0.6008170E-02,  0.5705903E-02,  0.2141576E-02,  0.3564374E-02,  0.5745430E-01,  0.5236454E-01,  0.5083904E-02
2016-01-01 19:00:00,  0.1491400E+00,  0.1446176E+00,  0.4515240E-02,  0.6256839E-01,  0.5786839E-01,  0.4701576E-02,  0.1852495E-01,  0.1493746E-01,  0.3587682E-02,  0.1557493E-01,  0.1474540E-01,  0.8285660E-03
2016-01-01 20:00:00,  0.1334356E+00,  0.1247463E+00,  0.8672812E-02,  0.1229576E+00,  0.1143002E+00,  0.8661835E-02,  0.2223007E-01,  0.1625729E-01,  0.5973998E-02,  0.2154567E-02,  0.1701239E-02,  0.4530979E-03
2016-01-01 21:00:00,  0.7892825E-01,  0.7142600E-01,  0.7488412E-02,  0.6165551E-01,  0.5391929E-01,  0.7742704E-02,  0.1800797E-01,  0.1281919E-01,  0.5187792E-02,  0.1243384E-02,  0.8561951E-03,  0.3871254E-03
2016-01-01 22:00:00,  0.1185863E+00,  0.1072901E+00,  0.1130537E-01,  0.1146160E+00,  0.1047724E+00,  0.9855845E-02,  0.2552869E-01,  0.1765410E-01,  0.7874779E-02,  0.1246375E-02,  0.8089867E-03,  0.4373532E-03
2016-01-01 23:00:00,  0.1634251E+00,  0.1518169E+00,  0.1155925E-01,  0.1863437E+00,  0.1759765E+00,  0.1036517E-01,  0.2252698E-01,  0.1462029E-01,  0.7906830E-02,  0.1997922E-02,  0.1513260E-02,  0.4846901E-03
2016-01-02 00:00:00,  0.1154144E+00,  0.9945171E-01,  0.1596842E-01,  0.1183023E+00,  0.9807930E-01,  0.2022759E-01,  0.3837882E-01,  0.2498071E-01,  0.1339813E-01,  0.1844173E-02,  0.1360737E-02,  0.4834351E-03
2016-01-02 01:00:00,  0.7621652E-01,  0.6573146E-01,  0.1048574E-01,  0.1125399E+00,  0.1011000E+00,  0.1144009E-01,  0.2381877E-01,  0.1574216E-01,  0.8075978E-02,  0.7559029E-03,  0.3464278E-03,  0.4094690E-03
2016-01-02 02:00:00,  0.9095073E-01,  0.8478520E-01,  0.6158568E-02,  0.6200686E-01,  0.5556540E-01,  0.6444877E-02,  0.1411175E-01,  0.9661905E-02,  0.4449338E-02,  0.9514055E-03,  0.6171342E-03,  0.3341974E-03
2016-01-02 03:00:00,  0.7434639E-01,  0.6378680E-01,  0.1055785E-01,  0.4814279E-01,  0.3493927E-01,  0.1320206E-01,  0.1808876E-01,  0.9974861E-02,  0.8113785E-02,  0.2110950E-02,  0.1522258E-02,  0.5888175E-03
2016-01-02 04:00:00,  0.1150518E+00,  0.9587765E-01,  0.1917133E-01,  0.1580435E+00,  0.1360615E+00,  0.2196546E-01,  0.2767180E-01,  0.1405011E-01,  0.1362283E-01,  0.2333309E-02,  0.1629423E-02,  0.7036455E-03
2016-01-02 05:00:00,  0.7962676E-01,  0.6631879E-01,  0.1331456E-01,  0.7981421E-01,  0.6523847E-01,  0.1457161E-01,  0.2000554E-01,  0.9795170E-02,  0.1021007E-01,  0.2033194E-02,  0.1380314E-02,  0.6527829E-03
2016-01-02 06:00:00,  0.6232876E-01,  0.5334754E-01,  0.8967661E-02,  0.1215937E+00,  0.1122696E+00,  0.9321516E-02,  0.1807401E-01,  0.1166570E-01,  0.6407898E-02,  0.6231294E-02,  0.5688294E-02,  0.5424292E-03
2016-01-02 07:00:00,  0.8784740E-01,  0.7167489E-01,  0.1617143E-01,  0.7593530E-01,  0.5396642E-01,  0.2197299E-01,  0.2832781E-01,  0.1535338E-01,  0.1297461E-01,  0.2928970E-02,  0.2252448E-02,  0.6767258E-03
2016-01-02 08:00:00,  0.1817220E+00,  0.1311609E+00,  0.5056771E-01,  0.2041479E+00,  0.1418640E+00,  0.6228162E-01,  0.7755967E-01,  0.3774933E-01,  0.3980920E-01,  0.7011366E-02,  0.2485325E-02,  0.4526419E-02
2016-01-02 09:00:00,  0.1779907E+00,  0.1466076E+00,  0.3138436E-01,  0.1497148E+00,  0.9980304E-01,  0.4991851E-01,  0.5966138E-01,  0.3144138E-01,  0.2822060E-01,  0.1354805E-02,  0.7815368E-03,  0.5732901E-03
2016-01-02 10:00:00,  0.1563644E+00,  0.1259194E+00,  0.3044889E-01,  0.1793980E+00,  0.1396767E+00,  0.3973426E-01,  0.5399972E-01,  0.2961680E-01,  0.2438239E-01,  0.1913218E-02,  0.1249981E-02,  0.6633970E-03
2016-01-02 11:00:00,  0.2328935E+00,  0.1888116E+00,  0.4408027E-01,  0.2433670E+00,  0.1861207E+00,  0.5723776E-01,  0.8900712E-01,  0.5089001E-01,  0.3811577E-01,  0.2378596E-01,  0.2276243E-01,  0.1017560E-02
2016-01-02 12:00:00,  0.2623897E+00,  0.2144560E+00,  0.4793522E-01,  0.2123821E+00,  0.1487195E+00,  0.6366882E-01,  0.9614284E-01,  0.5624669E-01,  0.3989904E-01,  0.1643890E-02,  0.9335469E-03,  0.7104762E-03
2016-01-02 13:00:00,  0.1409413E+00,  0.1173796E+00,  0.2355377E-01,  0.1358041E+00,  0.1033724E+00,  0.3244347E-01,  0.4059287E-01,  0.2331150E-01,  0.1727962E-01,  0.1440932E-02,  0.8843432E-03,  0.5566762E-03
2016-01-02 14:00:00,  0.1221812E+00,  0.1063996E+00,  0.1577468E-01,  0.8634343E-01,  0.7032791E-01,  0.1600935E-01,  0.2625051E-01,  0.1544448E-01,  0.1080609E-01,  0.1320743E-02,  0.8096563E-03,  0.5111867E-03
2016-01-02 15:00:00,  0.1060350E+00,  0.9016046E-01,  0.1587721E-01,  0.1016831E+00,  0.8501482E-01,  0.1667303E-01,  0.2547860E-01,  0.1440823E-01,  0.1106988E-01,  0.3046726E-02,  0.2230202E-02,  0.8165085E-03
2016-01-02 16:00:00,  0.7816079E-01,  0.6833342E-01,  0.9826455E-02,  0.9916703E-01,  0.8729519E-01,  0.1187509E-01,  0.2444210E-01,  0.1493611E-01,  0.9506494E-02,  0.1380695E-02,  0.9295464E-03,  0.4511286E-03
2016-01-02 17:00:00,  0.1043755E+00,  0.9052992E-01,  0.1385744E-01,  0.5972214E-01,  0.4870743E-01,  0.1101611E-01,  0.2353534E-01,  0.1432730E-01,  0.9208372E-02,  0.2282299E-02,  0.1894697E-02,  0.3877162E-03
2016-01-02 18:00:00,  0.3907562E-01,  0.3739445E-01,  0.1682987E-02,  0.1587679E-01,  0.1440854E-01,  0.1469033E-02,  0.2948021E-02,  0.1929543E-02,  0.1018355E-02,  0.3627644E-02,  0.3209059E-02,  0.4185342E-03
2016-01-02 19:00:00,  0.1694100E+00,  0.1624247E+00,  0.6996858E-02,  0.3659664E-01,  0.2970735E-01,  0.6892442E-02,  0.6569783E-02,  0.2827708E-02,  0.3741917E-02,  0.1327460E-01,  0.1218239E-01,  0.1091045E-02
2016-01-02 20:00:00,  0.1833413E+00,  0.1390044E+00,  0.4433214E-01,  0.1133069E+00,  0.8010528E-01,  0.3320372E-01,  0.2585884E-01,  0.6704153E-02,  0.1915516E-01,  0.5004813E-01,  0.4836841E-01,  0.1661014E-02
2016-01-03 00:00:00,  0.3808640E-01,  0.3460861E-01,  0.3478561E-02,  0.2605571E-01,  0.2299191E-01,  0.3065332E-02,  0.3501962E-02,  0.1573057E-02,  0.1928820E-02,  0.1548895E-01,  0.1215419E-01,  0.3335461E-02
2016-01-03 01:00:00,  0.3121899E+00,  0.3055042E+00,  0.6694345E-02,  0.1273105E+00,  0.1206522E+00,  0.6639453E-02,  0.6860226E-02,  0.3536714E-02,  0.3323559E-02,  0.5751551E-01,  0.5389939E-01,  0.3617455E-02
2016-01-03 02:00:00,  0.1677313E+00,  0.1448079E+00,  0.2292310E-01,  0.1070592E+00,  0.8288272E-01,  0.2417458E-01,  0.1817277E-01,  0.7280675E-02,  0.1089197E-01,  0.3406156E-01,  0.3012986E-01,  0.3929153E-02
2016-01-03 03:00:00,  0.4783173E+00,  0.3936087E+00,  0.8468040E-01,  0.3443915E+00,  0.2822846E+00,  0.6209943E-01,  0.4528356E-01,  0.1242067E-01,  0.3286302E-01,  0.5946536E-02,  0.5139573E-02,  0.8069783E-03
2016-01-03 04:00:00,  0.3755566E+00,  0.3240737E+00,  0.5144557E-01,  0.1815185E+00,  0.1284458E+00,  0.5307730E-01,  0.4379269E-01,  0.1720877E-01,  0.2658381E-01,  0.4028543E-02,  0.3173536E-02,  0.8551176E-03
2016-01-03 05:00:00,  0.2642782E+00,  0.2112591E+00,  0.5300154E-01,  0.1241008E+00,  0.8141108E-01,  0.4269192E-01,  0.3704802E-01,  0.1139030E-01,  0.2565699E-01,  0.1031722E-01,  0.7997413E-02,  0.2320634E-02
2016-01-03 06:00:00,  0.2465667E+00,  0.1785992E+00,  0.6797343E-01,  0.1547335E+00,  0.9841161E-01,  0.5631998E-01,  0.5164911E-01,  0.1510823E-01,  0.3654144E-01,  0.7442791E-02,  0.4839433E-02,  0.2603569E-02
2016-01-03 07:00:00,  0.3511151E+00,  0.2708626E+00,  0.8025524E-01,  0.1358098E+00,  0.8528541E-01,  0.5051916E-01,  0.5210513E-01,  0.1610477E-01,  0.3600131E-01,  0.7519216E-02,  0.5800400E-02,  0.1718278E-02
2016-01-03 08:00:00,  0.2511282E+00,  0.2049067E+00,  0.4621001E-01,  0.1683295E+00,  0.1194721E+00,  0.4885639E-01,  0.4418054E-01,  0.1823761E-01,  0.2594014E-01,  0.4665092E-02,  0.3446005E-02,  0.1218763E-02
2016-01-03 09:00:00,  0.3153090E+00,  0.2530538E+00,  0.6225139E-01,  0.1786464E+00,  0.1223483E+00,  0.5630021E-01,  0.5094500E-01,  0.1382504E-01,  0.3711958E-01,  0.1918517E-02,  0.1267947E-02,  0.6504791E-03
2016-01-03 10:00:00,  0.3198319E+00,  0.2157975E+00,  0.1040293E+00,  0.4702418E+00,  0.3533905E+00,  0.1168629E+00,  0.8590590E-01,  0.2286681E-01,  0.6303905E-01,  0.1004205E-01,  0.7712730E-02,  0.2329830E-02
2016-01-03 11:00:00,  0.5201750E+00,  0.4849979E+00,  0.3517180E-01,  0.2528447E+00,  0.2115526E+00,  0.4128994E-01,  0.7839440E-01,  0.4807495E-01,  0.3031935E-01,  0.1529607E-01,  0.1160561E-01,  0.3690929E-02
2016-01-03 12:00:00,  0.6873976E+00,  0.5520425E+00,  0.1353457E+00,  0.4409221E+00,  0.2850321E+00,  0.1558993E+00,  0.2043201E+00,  0.9519905E-01,  0.1091161E+00,  0.5310704E-02,  0.3922649E-02,  0.1388389E-02
2016-01-03 13:00:00,  0.3755488E+00,  0.2941661E+00,  0.8141126E-01,  0.4795881E+00,  0.3817301E+00,  0.9784368E-01,  0.1290288E+00,  0.6235830E-01,  0.6667215E-01,  0.1594350E-02,  0.9178037E-03,  0.6765107E-03
2016-01-03 14:00:00,  0.2791321E+00,  0.2111540E+00,  0.6798869E-01,  0.3084559E+00,  0.2232483E+00,  0.8521244E-01,  0.1099713E+00,  0.5305038E-01,  0.5692295E-01,  0.3575954E-02,  0.2986869E-02,  0.5884960E-03
2016-01-03 15:00:00,  0.3032647E+00,  0.2322746E+00,  0.7099589E-01,  0.3125060E+00,  0.2196866E+00,  0.9279981E-01,  0.9615779E-01,  0.4307660E-01,  0.5308272E-01,  0.1653240E-02,  0.9621881E-03,  0.6908989E-03
2016-01-03 16:00:00,  0.1931388E+00,  0.1639196E+00,  0.2923640E-01,  0.1354055E+00,  0.1030106E+00,  0.3239932E-01,  0.4687031E-01,  0.2602030E-01,  0.2084632E-01,  0.2045427E-02,  0.1380367E-02,  0.6648410E-03
2016-01-03 17:00:00,  0.1650103E+00,  0.1576667E+00,  0.7422925E-02,  0.5518825E-01,  0.4795471E-01,  0.7235084E-02,  0.9362027E-02,  0.4601150E-02,  0.4760861E-02,  0.1928853E-02,  0.1231345E-02,  0.6975588E-03
2016-01-03 18:00:00,  0.3026304E-01,  0.2669586E-01,  0.3571494E-02,  0.1169177E+00,  0.1139722E+00,  0.2946714E-02,  0.5300085E-02,  0.2747777E-02,  0.2552270E-02,  0.4913682E-02,  0.4196744E-02,  0.7167376E-03
2016-01-03 19:00:00,  0.8331052E-01,  0.6657922E-01,  0.1672917E-01,  0.1251808E+00,  0.1034885E+00,  0.2168288E-01,  0.3214797E-01,  0.1778274E-01,  0.1436494E-01,  0.2012770E-02,  0.1265870E-02,  0.7469813E-03
2016-01-03 20:00:00,  0.1666504E+00,  0.1418375E+00,  0.2481129E-01,  0.1640028E+00,  0.1376028E+00,  0.2638673E-01,  0.4364762E-01,  0.2726826E-01,  0.1637823E-01,  0.1152208E-02,  0.7887041E-03,  0.3635487E-03
2016-01-03 21:00:00,  0.1598000E+00,  0.1256179E+00,  0.3417535E-01,  0.1608391E+00,  0.1211234E+00,  0.3971834E-01,  0.5579659E-01,  0.2993903E-01,  0.2585832E-01,  0.1076049E-01,  0.1006634E-01,  0.6929752E-03
2016-01-03 22:00:00,  0.1283809E+00,  0.1046375E+00,  0.2373805E-01,  0.1311589E+00,  0.1035393E+00,  0.2762440E-01,  0.3981095E-01,  0.2036362E-01,  0.1944778E-01,  0.2708668E-02,  0.1986798E-02,  0.7219958E-03
2016-01-03 23:00:00,  0.1205033E+00,  0.1050152E+00,  0.1550035E-01,  0.1141494E+00,  0.9506407E-01,  0.1908781E-01,  0.2673761E-01,  0.1536987E-01,  0.1136834E-01,  0.4817849E-02,  0.4166371E-02,  0.6513521E-03
2016-01-04 00:00:00,  0.1302946E+00,  0.1016968E+00,  0.2860082E-01,  0.1254646E+00,  0.8905383E-01,  0.3641066E-01,  0.4088441E-01,  0.1795864E-01,  0.2292537E-01,  0.4517113E-02,  0.3352833E-02,  0.1163836E-02
2016-01-04 01:00:00,  0.1645295E+00,  0.1098788E+00,  0.5464970E-01,  0.2071224E+00,  0.1342538E+00,  0.7286372E-01,  0.7195387E-01,  0.2872424E-01,  0.4322870E-01,  0.8005686E-02,  0.6361735E-02,  0.1643810E-02
2016-01-04 02:00:00,  0.1893750E+00,  0.1452136E+00,  0.4413795E-01,  0.1696634E+00,  0.1152190E+00,  0.5444122E-01,  0.5961902E-01,  0.2758369E-01,  0.3203516E-01,  0.9792526E-02,  0.6748991E-02,  0.3042622E-02
2016-01-04 03:00:00,  0.1197273E+00,  0.7113165E-01,  0.4859613E-01,  0.2697244E+00,  0.2188535E+00,  0.5087002E-01,  0.4843635E-01,  0.2075326E-01,  0.2768267E-01,  0.2155494E-01,  0.1893510E-01,  0.2617826E-02
2016-01-04 04:00:00,  0.2444969E+00,  0.1686187E+00,  0.7588255E-01,  0.2154430E+00,  0.1300635E+00,  0.8537859E-01,  0.9023704E-01,  0.4142569E-01,  0.4881151E-01,  0.1192697E-01,  0.8963266E-02,  0.2963578E-02
2016-01-04 05:00:00,  0.2172058E+00,  0.1629662E+00,  0.5424197E-01,  0.2818247E+00,  0.2178032E+00,  0.6404458E-01,  0.7802173E-01,  0.3712738E-01,  0.4089533E-01,  0.6386591E-02,  0.3945765E-02,  0.2440686E-02
2016-01-04 06:00:00,  0.1280194E+00,  0.1084020E+00,  0.1962689E-01,  0.1301035E+00,  0.1063072E+00,  0.2378102E-01,  0.2562654E-01,  0.1135633E-01,  0.1427104E-01,  0.5804758E-02,  0.4247800E-02,  0.1557160E-02
2016-01-04 07:00:00,  0.4023635E+00,  0.3734038E+00,  0.2888684E-01,  0.2337543E+00,  0.2073093E+00,  0.2641933E-01,  0.3406385E-01,  0.1732133E-01,  0.1674138E-01,  0.6451684E-02,  0.5009497E-02,  0.1441075E-02
2016-01-04 08:00:00,  0.1542959E+00,  0.1494698E+00,  0.4826319E-02,  0.1186185E+00,  0.1137588E+00,  0.4847846E-02,  0.7534877E-02,  0.4403237E-02,  0.3131606E-02,  0.1773645E-02,  0.1208258E-02,  0.5653875E-03
2016-01-04 09:00:00,  0.9924719E-01,  0.8469199E-01,  0.1455633E-01,  0.2012269E+00,  0.1880299E+00,  0.1313423E-01,  0.2361739E-01,  0.1397553E-01,  0.9642349E-02,  0.1814824E-02,  0.1274402E-02,  0.5404826E-03
2016-01-04 10:00:00,  0.2174667E+00,  0.1916734E+00,  0.2581215E-01,  0.1848335E+00,  0.1645990E+00,  0.2024834E-01,  0.3239512E-01,  0.1655430E-01,  0.1584109E-01,  0.2619453E-02,  0.1735551E-02,  0.8838856E-03
2016-01-04 11:00:00,  0.2394715E+00,  0.2197087E+00,  0.1978241E-01,  0.1217925E+00,  0.1022574E+00,  0.1953565E-01,  0.3540205E-01,  0.2010315E-01,  0.1529774E-01,  0.4830116E-02,  0.3376966E-02,  0.1453173E-02
2016-01-04 12:00:00,  0.2390422E+00,  0.2186520E+00,  0.2037864E-01,  0.1202193E+00,  0.9973492E-01,  0.2048220E-01,  0.2827680E-01,  0.1519886E-01,  0.1307834E-01,  0.8282129E-02,  0.6642822E-02,  0.1640094E-02
2016-01-04 13:00:00,  0.2869169E+00,  0.2623082E+00,  0.2459663E-01,  0.2611777E+00,  0.2405453E+00,  0.2058389E-01,  0.2946998E-01,  0.1514989E-01,  0.1431999E-01,  0.3385552E-02,  0.2415751E-02,  0.9696587E-03
2016-01-04 14:00:00,  0.1874428E+00,  0.1639519E+00,  0.2348095E-01,  0.1560264E+00,  0.1364236E+00,  0.1960469E-01,  0.2027356E-01,  0.7985837E-02,  0.1228752E-01,  0.1313239E-02,  0.7837421E-03,  0.5293541E-03
2016-01-04 15:00:00,  0.1605401E+00,  0.1398699E+00,  0.2068344E-01,  0.1031832E+00,  0.8521688E-01,  0.1796434E-01,  0.1797426E-01,  0.7215408E-02,  0.1075902E-01,  0.2679350E-02,  0.1804384E-02,  0.8750034E-03
2016-01-04 16:00:00,  0.3122630E+00,  0.2635584E+00,  0.4868856E-01,  0.1944137E+00,  0.1478846E+00,  0.4653042E-01,  0.3805916E-01,  0.1224907E-01,  0.2580975E-01,  0.2338053E-02,  0.1164329E-02,  0.1173578E-02
2016-01-04 17:00:00,  0.4195385E+00,  0.3428588E+00,  0.7668504E-01,  0.3639433E+00,  0.3012291E+00,  0.6274547E-01,  0.6225936E-01,  0.2514614E-01,  0.3711288E-01,  0.1664620E-02,  0.8175455E-03,  0.8470608E-03
2016-01-04 18:00:00,  0.3956255E+00,  0.3382090E+00,  0.5747266E-01,  0.3386457E+00,  0.2888604E+00,  0.4976947E-01,  0.5068539E-01,  0.1941730E-01,  0.3126800E-01,  0.2629407E-02,  0.1802456E-02,  0.8269993E-03
2016-01-04 19:00:00,  0.5135090E+00,  0.4005826E+00,  0.1129377E+00,  0.4310596E+00,  0.3329082E+00,  0.9814539E-01,  0.8595390E-01,  0.2263386E-01,  0.6332151E-01,  0.1764351E-02,  0.8193622E-03,  0.9449559E-03
2016-01-04 20:00:00,  0.7352719E+00,  0.6962208E+00,  0.3892694E-01,  0.4477080E+00,  0.4206801E+00,  0.2695417E-01,  0.3313215E-01,  0.1474543E-01,  0.1838662E-01,  0.4177021E-02,  0.3289924E-02,  0.8867642E-03
2016-01-04 21:00:00,  0.5444310E+00,  0.5140958E+00,  0.3028908E-01,  0.1310550E+00,  0.1076133E+00,  0.2342824E-01,  0.2500152E-01,  0.1013787E-01,  0.1486410E-01,  0.7644788E-02,  0.5828199E-02,  0.1816050E-02
2016-01-04 22:00:00,  0.1578382E+00,  0.1438677E+00,  0.1396802E-01,  0.1260754E+00,  0.1119771E+00,  0.1409470E-01,  0.1163263E-01,  0.3970070E-02,  0.7662788E-02,  0.1169018E-01,  0.9673493E-02,  0.2017582E-02
2016-01-04 23:00:00,  0.2319414E+00,  0.1903267E+00,  0.4164151E-01,  0.1405168E+00,  0.1046357E+00,  0.3587868E-01,  0.3187694E-01,  0.8095466E-02,  0.2378180E-01,  0.2308566E-01,  0.1802924E-01,  0.5057660E-02
2016-01-05 00:00:00,  0.3405460E+00,  0.2673579E+00,  0.7320091E-01,  0.3256174E+00,  0.2571900E+00,  0.6841749E-01,  0.6873646E-01,  0.2850039E-01,  0.4023571E-01,  0.7565730E-02,  0.5726169E-02,  0.1840131E-02
2016-01-05 01:00:00,  0.2782409E+00,  0.2434702E+00,  0.3476937E-01,  0.2064662E+00,  0.1751616E+00,  0.3129387E-01,  0.3287835E-01,  0.1414979E-01,  0.1872816E-01,  0.4099548E-02,  0.2969089E-02,  0.1130921E-02
2016-01-05 02:00:00,  0.5310865E+00,  0.4942547E+00,  0.3671488E-01,  0.2054819E+00,  0.1691777E+00,  0.3631446E-01,  0.4655491E-01,  0.2292985E-01,  0.2362322E-01,  0.4090880E-02,  0.3168240E-02,  0.9224212E-03
2016-01-05 03:00:00,  0.5547426E-01,  0.4734268E-01,  0.8130109E-02,  0.6331868E-01,  0.5483363E-01,  0.8484952E-02,  0.1526582E-01,  0.9751927E-02,  0.5514754E-02,  0.5127548E-02,  0.4155624E-02,  0.9720005E-03
2016-01-05 04:00:00,  0.1008130E+00,  0.7987812E-01,  0.2092548E-01,  0.1264613E+00,  0.1010890E+00,  0.2538013E-01,  0.2926391E-01,  0.1495772E-01,  0.1430691E-01,  0.5130482E-02,  0.3911927E-02,  0.1218621E-02
2016-01-05 05:00:00,  0.8853263E-01,  0.7231604E-01,  0.1621592E-01,  0.1702773E+00,  0.1522188E+00,  0.1805209E-01,  0.2547929E-01,  0.1353766E-01,  0.1194189E-01,  0.6249984E-02,  0.4484646E-02,  0.1765412E-02
2016-01-05 06:00:00,  0.1112884E+00,  0.9812774E-01,  0.1316029E-01,  0.9623804E-01,  0.8045288E-01,  0.1578957E-01,  0.1782476E-01,  0.8674202E-02,  0.9150114E-02,  0.8189113E-02,  0.6549167E-02,  0.1640217E-02
2016-01-05 07:00:00,  0.5811212E-01,  0.4383611E-01,  0.1427517E-01,  0.1372643E+00,  0.1212197E+00,  0.1604576E-01,  0.2018153E-01,  0.1073912E-01,  0.9442270E-02,  0.2202977E-01,  0.2044475E-01,  0.1589391E-02
2016-01-05 08:00:00,  0.2063187E+00,  0.1711289E+00,  0.3519350E-01,  0.1724676E+00,  0.1383190E+00,  0.3413532E-01,  0.5369234E-01,  0.2966959E-01,  0.2402336E-01,  0.2552245E-02,  0.1756342E-02,  0.7960485E-03
2016-01-05 09:00:00,  0.1593220E+00,  0.1314218E+00,  0.2789299E-01,  0.1363349E+00,  0.1018897E+00,  0.3444881E-01,  0.5696306E-01,  0.3682062E-01,  0.2014214E-01,  0.2042503E-02,  0.1209765E-02,  0.8326946E-03
2016-01-05 10:00:00,  0.1806123E+00,  0.1289876E+00,  0.5161371E-01,  0.2234274E+00,  0.1671489E+00,  0.5628964E-01,  0.8088549E-01,  0.4216278E-01,  0.3872176E-01,  0.3044146E-02,  0.1894116E-02,  0.1149981E-02
